,HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K)
484,492,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,maguari,Maguari stork,,,,,,,,,,4000.0,0.16399999999999998,20.4,captivity,medium,acceptable,,,,,
485,493,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,nigra,Black stork,,,,,,,,,,2926.0,,31.3,captivity,medium,acceptable,,,,,
486,494,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ephippiorhynchus,asiaticus,Black-necked stork,,,,,,,,,,4100.0,,34.0,captivity,small,acceptable,,,,,
487,495,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ephippiorhynchus,senegalensis,Saddle-billed stork,,,,,,,,,,6162.5,,30.2,captivity,medium,acceptable,,,,,
488,496,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Jabiru,mycteria,Jabiru,,,,,,,,,,5470.0,,27.4,captivity,small,acceptable,,,,,
489,497,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,crumeniferus,Marabou,1460.0,1460.0,30.0,,2.0,,,,,8000.0,0.073,44.7,captivity,large,acceptable,,,,,
490,498,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,dubius,Greater adjutant,,,,,,,,,,,,43.0,captivity,small,acceptable,,,,,
491,499,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,javanicus,Lesser adjutant,,,,,,,,,,5710.0,,31.1,captivity,medium,acceptable,,,,,
492,500,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,americana,Wood stork,1460.0,1460.0,30.0,,3.0,1.0,,62.0,,2500.0,0.125,27.0,captivity,small,acceptable,,,,,
493,501,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,cinerea,Milky stork,,,,,,,,,,,,12.4,captivity,medium,questionable,,,,,
494,502,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,ibis,Yellow-billed stork,,,,,,,,,,2166.5,,19.1,captivity,medium,acceptable,,,,,
495,503,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,leucocephala,Painted stork,,,,,,,,,,3180.0,,28.6,captivity,medium,acceptable,,,,,
496,504,Animalia,Chordata,Aves,Coliiformes,Coliidae,Colius,striatus,Speckled mousebird,,,14.0,,,,,,,51.0,,11.5,captivity,large,acceptable,,,,,
497,505,Animalia,Chordata,Aves,Columbiformes,Columbidae,Caloenas,nicobarica,Nicobar pigeon,,,17.0,,1.0,,,,,519.0,,20.5,captivity,large,acceptable,,,,,
498,506,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,livia,Rock dove,140.0,140.0,18.0,,2.0,3.0,,15.2,,358.7,0.28,35.0,captivity,large,high,,,,,
499,507,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,oenas,Stock dove and stock pigeon,365.0,365.0,,,,,,,,291.0,0.32,12.6,wild,medium,acceptable,,,,,
500,508,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,palumbus,Common wood-pigeon,365.0,365.0,,,,,,,,490.0,0.33799999999999997,17.7,wild,medium,acceptable,,,,,
501,509,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,inca,Inca dove,,,14.0,,2.0,3.5,,,,50.0,,13.3,captivity,small,acceptable,,,,,
502,510,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,passerina,Common ground dove,75.0,75.0,13.0,,2.0,2.5,,5.0,,35.0,,7.2,wild,medium,acceptable,,,,,
503,511,Animalia,Chordata,Aves,Columbiformes,Columbidae,Geopelia,striata,Zebra dove,,,,,,,,,,56.6,,14.0,captivity,medium,acceptable,,,,,
504,512,Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotila,verreauxi,White-tipped dove,,,14.0,,2.0,1.0,,,,147.5,,8.6,wild,small,acceptable,,,0.8884,131.0,
505,513,Animalia,Chordata,Aves,Columbiformes,Columbidae,Leucosarcia,melanoleuca,Wonga pigeon,,,,,,,,,,429.0,,16.3,captivity,tiny,acceptable,,,1.695,445.0,
506,514,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,fasciata,Band-tailed pigeon,365.0,365.0,19.0,,1.0,,,,,315.0,,18.5,wild,large,acceptable,,,,,
507,515,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,leucocephala,White-crowned pigeon,365.0,365.0,,,1.0,,,,,247.0,,14.4,wild,medium,acceptable,,,,,
508,516,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,chinensis,Spotted dove,,,15.0,,2.0,,,6.4,,159.0,,9.8,wild,medium,acceptable,,,,,
509,517,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,decaocto,Eurasian collared-dove,365.0,365.0,15.0,,2.0,4.5,,,,157.4,0.33299999999999996,17.9,captivity,medium,acceptable,,,,,
510,518,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,risoria,Ring dove,,,,,,,,,,,,12.0,unknown,medium,acceptable,,,,,
511,519,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,turtur,European turtle-dove,365.0,365.0,,,,,,,,132.0,,13.2,wild,medium,acceptable,,,1.138,154.0,
512,520,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,asiatica,White-winged dove,365.0,365.0,13.0,,2.0,,,7.7,,140.0,,25.0,unknown,medium,acceptable,,,,,
513,521,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,aurita,Zenaida dove,,,,,,,,,,156.0,,,unknown,tiny,low,,,,,
514,522,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,macroura,Mourning dove,90.0,80.0,14.0,,2.0,5.0,,5.0,,119.0,,31.3,wild,large,acceptable,,,0.736,123.0,
515,523,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,atthis,Common kingfisher,365.0,365.0,,,,,,,,31.4,,21.0,wild,medium,acceptable,,,0.37799999999999995,34.3,
516,524,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceryle,rudis,Pied kingfisher,,,,,,,,,,84.4,,3.9,wild,medium,acceptable,,,,,
517,525,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Chloroceryle,americana,Green kingfisher,,,,,3.0,,,,,34.0,,5.0,wild,medium,acceptable,,,,,
518,526,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Dacelo,novaeguineae,Laughing kookaburra,365.0,365.0,25.0,,,,,,,305.0,,26.8,captivity,large,acceptable,,,,,
519,527,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon,smyrnensis,White-throated kingfisher,,,,,,,,,,91.4,,5.5,wild,medium,acceptable,,,,,
520,528,Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,benghalensis,Indian roller,,,,,,,,,,158.0,,8.9,captivity,small,acceptable,,,,,
521,529,Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,caudatus,Lilac-breasted roller,,,21.0,,,,,,,108.0,,13.7,captivity,medium,acceptable,,,,,
522,530,Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,garrulus,European roller,,,,,,,,,,146.0,,9.2,wild,medium,acceptable,,,,,
523,531,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,apiaster,European bee-eater,365.0,365.0,,,,,,,,56.6,,5.9,wild,medium,acceptable,,,,,
524,532,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,bullockoides,White-fronted bee-eater,,,,,,,,,,34.8,,7.0,captivity,medium,acceptable,,,,,
525,533,Animalia,Chordata,Aves,Coraciiformes,Momotidae,Momotus,mexicanus,Russet-crowned motmot,,,,,,,,,,75.7,,10.4,captivity,tiny,acceptable,,,,,
526,534,Animalia,Chordata,Aves,Coraciiformes,Momotidae,Momotus,momota,Blue-crowned motmot,,,21.0,,,,,,,133.0,,20.3,captivity,medium,acceptable,,,,,
527,535,Animalia,Chordata,Aves,Coraciiformes,Todidae,Todus,mexicanus,Puerto Rican tody,,,,,,,,,,5.9,,12.6,wild,medium,acceptable,,,,,
528,536,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,americanus,Yellow-billed cuckoo,365.0,365.0,14.0,,3.0,1.0,,8.5,,57.8,,5.0,wild,small,acceptable,,,,,
529,537,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,erythropthalmus,Black-billed cuckoo,365.0,365.0,14.0,,2.5,1.0,,7.4,,37.5,,5.0,wild,small,acceptable,,,,,
530,538,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,canorus,Common cuckoo and Eurasian cuckoo,365.0,365.0,,,,,,,,111.5,,12.9,wild,medium,acceptable,,,0.838,111.6,
531,539,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Geococcyx,californianus,Greater roadrunner,365.0,365.0,20.0,,4.0,1.5,,14.0,,376.0,0.109,9.0,captivity,medium,acceptable,,,1.4661,284.7,
532,540,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Saurothera,vieilloti,Puerto Rican lizard cuckoo,,,,,,,,,,81.9,,7.6,wild,medium,acceptable,,,,,
533,541,Animalia,Chordata,Aves,Eurypygiformes,Eurypygidae,Eurypyga,helias,Sunbittern,,,27.0,,2.0,,,,,210.0,,15.0,captivity,medium,acceptable,,,,,
534,542,Animalia,Chordata,Aves,Falconiformes,Falconidae,Caracara,cheriway,Crested caracara,,,32.0,,2.0,1.5,,51.17,,1031.0,,25.8,captivity,small,acceptable,,,,,
535,543,Animalia,Chordata,Aves,Falconiformes,Falconidae,Caracara,plancus,Southern caracara,,,,,,,,,,1348.0,,37.6,captivity,small,acceptable,,,,,
536,544,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,berigora,Brown falcon,,,,,,,,,,593.5,,24.0,captivity,small,acceptable,,,,,
537,545,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,cherrug,Saker falcon,,,,,,,,,,966.0,,15.9,wild,medium,questionable,,,,,
538,546,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,columbarius,Merlin,365.0,365.0,30.0,,5.0,1.0,,13.0,,195.0,0.24100000000000002,12.7,wild,medium,acceptable,,,,,
539,547,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,eleonorae,Eleonora's falcon,,,,,,,,,,390.0,,11.2,wild,medium,acceptable,,,,,
540,548,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,femoralis,Aplomado falcon,,,32.0,,2.64,,,17.5,,342.5,,12.0,wild,medium,acceptable,,,,,
541,549,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,mexicanus,Prairie falcon,365.0,365.0,31.0,,4.0,1.0,,30.6,,858.0,,17.2,wild,medium,acceptable,0.25,,,,
542,550,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,naumanni,Lesser kestrel,365.0,365.0,,,,,,,,152.5,,10.9,wild,medium,acceptable,,,,,
543,551,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,peregrinus,Peregrine falcon,365.0,365.0,30.0,,3.0,1.0,,37.5,,840.0,0.19899999999999998,25.0,unknown,medium,acceptable,0.2,,,,
544,552,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,punctatus,Mauritius kestrel,,,,,,,,,,169.5,,10.0,unknown,small,questionable,,,,,
545,553,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,rupicoloides,Greater kestrel,,,,,,,,,,261.0,,,unknown,tiny,low,,,,,
546,554,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,rusticolus,Gyrfalcon,730.0,730.0,35.0,,3.72,1.0,,52.08,,1406.5,,13.5,wild,medium,acceptable,,,,,
547,555,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,sparverius,American kestrel,365.0,365.0,29.0,,4.6,1.5,,9.0,,117.0,0.285,17.0,captivity,medium,acceptable,,,,,
548,556,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,subbuteo,Eurasian hobby,365.0,365.0,,,,,,,,209.5,0.264,14.9,wild,medium,acceptable,,,1.3014,208.0,
549,557,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,tinnunculus,Common kestrel,365.0,365.0,,,,,,,,184.0,0.294,23.8,wild,large,acceptable,,,,,
550,558,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,vespertinus,Red-footed falcon,,,,,,,,,,152.5,,13.2,wild,medium,acceptable,,,,,
551,559,Animalia,Chordata,Aves,Galliformes,Cracidae,Crax,globulosa,Wattled curassow,,,,,,,,,,2500.0,,20.0,captivity,small,acceptable,,,,,
552,560,Animalia,Chordata,Aves,Galliformes,Cracidae,Crax,rubra,Great curassow,,,,,,,,,,4133.0,,24.0,captivity,medium,acceptable,,,,,
553,561,Animalia,Chordata,Aves,Galliformes,Cracidae,Mitu,tuberosum,Razor-billed curassow,,,,,,,,,,2813.0,,23.0,captivity,small,acceptable,,,,,
554,562,Animalia,Chordata,Aves,Galliformes,Cracidae,Ortalis,vetula,Plain chachalaca,365.0,365.0,23.0,,3.0,2.0,,,,495.5,,8.8,wild,medium,acceptable,,,,,
555,563,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Alectura,lathami,Brush turkey,,,,,,,,,,2340.0,0.03,12.5,unknown,medium,acceptable,0.05,3.3,,,
556,564,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,Maleo,,,,,,,,,,1564.0,,23.0,captivity,medium,acceptable,,,,,
557,565,Animalia,Chordata,Aves,Galliformes,Numididae,Numida,meleagris,Helmeted guineafowl,,,27.0,,9.0,,,,,1299.0,,,unknown,medium,low,,,,,
558,566,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,californica,California quail,274.0,274.0,22.0,,14.0,1.0,,6.0,,138.0,,9.6,unknown,medium,acceptable,,,,,
559,567,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,gambelii,Gambel's quail,365.0,365.0,22.0,,11.0,1.0,,,,166.0,,7.4,wild,medium,acceptable,,,0.755,126.1,
560,568,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,virginianus,Northern bobwhite,365.0,365.0,23.0,,15.0,1.5,,,,194.0,,6.4,wild,medium,acceptable,,,,,
561,569,Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,rufa,Red-legged partridge,,,,,,,,,,528.0,,6.2,captivity,medium,acceptable,,,,,
562,570,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,umbellus,Ruffed grouse,120.0,120.0,24.0,,11.0,1.0,,12.0,,532.0,0.068,11.0,unknown,medium,acceptable,0.55,,2.3894,644.0,
563,571,Animalia,Chordata,Aves,Galliformes,Phasianidae,Centrocercus,urophasianus,Sage grouse,365.0,365.0,26.0,,7.0,1.0,,30.5,,1929.5,,7.0,unknown,medium,acceptable,,,,,
564,572,Animalia,Chordata,Aves,Galliformes,Phasianidae,Chrysolophus,amherstiae,Lady Amherst's pheasant,,,24.0,,,,,,,738.0,,19.6,captivity,medium,acceptable,,,,,
565,573,Animalia,Chordata,Aves,Galliformes,Phasianidae,Chrysolophus,pictus,Golden pheasant,365.0,365.0,22.0,,10.0,,,,,625.0,,13.4,captivity,large,questionable,,,,,
566,574,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix,chinensis,King quail,,,,,,,,,,45.0,,5.0,unknown,medium,questionable,,,,,
567,575,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix,coturnix,Common quail,365.0,365.0,,,,,,,,96.5,0.102,14.6,wild,medium,acceptable,,,0.8909999999999999,97.0,
568,576,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix,japonica,Japanese quail,63.0,52.0,17.0,,,,,,,115.0,0.111,6.0,unknown,medium,acceptable,0.07,1.2,,,
569,577,Animalia,Chordata,Aves,Galliformes,Phasianidae,Dendragapus,obscurus,Blue grouse,365.0,365.0,26.0,,8.0,1.0,,22.6,,1058.5,0.078,14.0,wild,medium,acceptable,,,4.957,1131.0,
570,578,Animalia,Chordata,Aves,Galliformes,Phasianidae,Falcipennis,canadensis,Spruce grouse,365.0,365.0,20.0,,5.0,,,15.0,,417.3,0.08,13.0,wild,medium,acceptable,,,,,
571,579,Animalia,Chordata,Aves,Galliformes,Phasianidae,Francolinus,francolinus,Black francolin,,,19.0,,7.0,2.0,,12.5,,453.0,,7.0,wild,medium,acceptable,,,,,
572,580,Animalia,Chordata,Aves,Galliformes,Phasianidae,Francolinus,pondicerianus,Grey francolin,,,18.0,,7.5,2.5,,,,334.0,,8.0,wild,medium,acceptable,,,,,
573,581,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,gallus,Red junglefowl,,,,,,,,,,779.8,0.037000000000000005,30.0,captivity,large,acceptable,,,6.005,2710.0,
574,582,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lagopus,lagopus,Willow ptarmigan,365.0,365.0,21.0,,6.0,1.0,,14.72,,595.875,0.10099999999999999,9.0,wild,small,acceptable,,,2.872,567.0,
575,583,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lagopus,leucura,White-tailed ptarmigan,,365.0,23.0,,6.0,1.0,,12.9,,326.0,,15.0,wild,small,acceptable,,,,,
576,584,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lagopus,muta,Rock ptarmigan,,,,,,,,,,535.5,,,unknown,small,low,,,,,
577,585,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lyrurus,tetrix,Eurasian black grouse,365.0,365.0,,,,,,,,1079.0,0.068,12.2,wild,medium,acceptable,,,,,
578,586,Animalia,Chordata,Aves,Galliformes,Phasianidae,Meleagris,gallopavo,Wild turkey,304.0,365.0,28.0,,11.0,1.0,,47.0,,6050.0,0.023,13.0,wild,medium,acceptable,,,,,
579,587,Animalia,Chordata,Aves,Galliformes,Phasianidae,Pavo,cristatus,Indian peafowl,730.0,730.0,29.0,,5.0,,,120.0,,4200.0,0.03,23.2,captivity,large,acceptable,0.06,2.2,,,
580,588,Animalia,Chordata,Aves,Galliformes,Phasianidae,Perdix,perdix,Grey partridge,365.0,365.0,24.0,,16.0,,,10.0,,492.0,0.092,5.2,wild,medium,acceptable,,,2.1783,501.0,
581,589,Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,colchicus,Common pheasant,240.0,240.0,24.0,,11.0,1.0,,18.5,,1094.8,0.043,27.0,captivity,large,high,,,,,
582,590,Animalia,Chordata,Aves,Galliformes,Phasianidae,Polyplectron,napoleonis,Palawan peacock-pheasant,730.0,365.0,19.0,,2.0,,,,,550.0,,15.0,unknown,medium,acceptable,,,,,
583,591,Animalia,Chordata,Aves,Galliformes,Phasianidae,Syrmaticus,reevesii,Reeves's pheasant,,,,,,,,,,1239.0,,9.2,unknown,medium,acceptable,0.02,1.6,,,
584,592,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tetrao,urogallus,Western capercaillie,1095.0,1095.0,,,,,,,,2950.0,0.066,18.0,captivity,medium,acceptable,,,11.815999999999999,4010.0,
585,593,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tetrastes,bonasia,Hazel grouse,,,,,,,,,,429.0,0.084,7.2,wild,medium,acceptable,,,,,
586,594,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tympanuchus,cupido,Greater prairie chicken,365.0,183.0,23.0,,13.0,1.0,,11.5,,908.0,,5.0,unknown,medium,acceptable,,,,,
587,595,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tympanuchus,pallidicinctus,Lesser prairie chicken,365.0,183.0,23.0,,11.0,1.0,,,,794.5,,13.5,wild,small,acceptable,,,,,
588,596,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tympanuchus,phasianellus,Sharp-tailed grouse,180.0,180.0,23.0,,12.0,1.0,,12.8,,908.0,0.064,7.5,unknown,medium,acceptable,,,,,
589,597,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,adamsii,Yellow-billed loon,1095.0,1095.0,,,2.0,,,,,5050.0,,,unknown,small,low,,,,,
590,598,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,arctica,Black-throated diver,1095.0,1095.0,29.0,,1.74,2.0,,72.33,,2724.0,,28.0,wild,medium,acceptable,,,,,
591,599,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,immer,Great northern diver,1461.0,1461.0,28.0,,2.0,1.0,,93.9,,3405.0,,24.1,wild,medium,acceptable,,,,,
592,600,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,stellata,Red-throated diver,1095.0,1095.0,28.0,,2.0,1.0,,54.8,,1816.0,,24.0,unknown,medium,acceptable,,,,,
593,601,Animalia,Chordata,Aves,Gruiformes,Gruidae,Anthropoides,virgo,Demoiselle crane,730.0,730.0,28.0,,2.0,,,,,2400.0,0.084,27.0,captivity,large,high,,,,,
594,602,Animalia,Chordata,Aves,Gruiformes,Gruidae,Balearica,regulorum,Grey crowned crane,1095.0,1095.0,30.0,,,,,,,3372.0,,27.2,captivity,large,acceptable,,,,,
595,603,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,americana,Whooping crane,1460.0,1460.0,31.0,,2.0,,,150.0,,7500.0,0.07200000000000001,40.0,captivity,medium,acceptable,,,,,
596,604,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,antigone,Sarus crane,,,32.0,,,,,,,8663.0,,41.8,captivity,medium,acceptable,,,,,
597,605,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,canadensis,Sandhill crane,1095.0,1095.0,29.0,,2.0,1.0,,114.2,,3890.0,0.047,36.6,wild,medium,acceptable,,,,,
598,606,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,grus,Common crane,1825.0,1825.0,,,,,,,,5500.0,0.054000000000000006,43.0,wild,medium,acceptable,,,,,
599,607,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,japonensis,Red-crowned crane,1095.0,1095.0,31.0,,2.0,,,,,8500.0,0.049,25.2,captivity,medium,acceptable,,,,,
600,608,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,leucogeranus,Siberian crane,,,,,,,,,,5931.0,0.07400000000000001,36.2,captivity,medium,acceptable,,,,,
601,609,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,monacha,Hooded crane,1040.0,1040.0,,,,,,,,3700.0,0.066,24.0,captivity,small,acceptable,,,,,
602,610,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,rubicunda,Brolga,,,,,,,,,,6250.5,,33.0,captivity,medium,acceptable,,,,,
603,611,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,vipio,White-naped crane,1095.0,1095.0,31.0,,2.0,,,,,5400.0,0.057,45.0,captivity,medium,acceptable,,,,,
604,612,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,americana,American coot,365.0,365.0,23.0,,10.0,2.0,,20.5,,450.8,0.06,22.3,wild,large,acceptable,,,,,
605,613,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,atra,Coot,365.0,365.0,,,,,,,,734.3,0.174,20.6,wild,medium,acceptable,,,2.039,412.0,
606,614,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,chloropus,Common moorhen,365.0,365.0,19.0,,9.0,2.0,,11.3,,392.0,,18.6,wild,medium,acceptable,,,,,
607,615,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallirallus,australis,Weka,,,,,,,,,,899.3,,13.8,captivity,small,acceptable,,,,,
608,616,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus,aquaticus,Water rail,365.0,365.0,,,,,,,,111.5,0.114,8.9,wild,medium,acceptable,,,,,
609,617,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus,longirostris,Clapper rail,365.0,365.0,22.0,,10.0,2.0,,,,308.0,,7.5,wild,medium,acceptable,,,,,
610,618,Animalia,Chordata,Aves,Musophagiformes,Musophagidae,Tauraco,leucotis,White-cheeked turaco,,,,,,,,,,265.0,,12.4,captivity,medium,acceptable,,,,,
611,619,Animalia,Chordata,Aves,Otidiformes,Otididae,Chlamydotis,undulata,Houbara bustard,,,,,,,,,,1555.0,,,unknown,medium,low,,,,,
612,620,Animalia,Chordata,Aves,Otidiformes,Otididae,Otis,tarda,Great bustard,,,,,,,,,,7895.5,0.047,28.3,captivity,medium,acceptable,,,,,
613,621,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Sericornis,frontalis,White-browed scrubwren,365.0,365.0,,,,,,,,13.4,,17.6,wild,large,acceptable,,,,,
614,622,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,arundinaceus,Great reed-warbler,365.0,365.0,,,,,,,,30.0,,10.1,wild,medium,acceptable,,,0.257,21.9,
615,623,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,dumetorum,Blyth's reed-warbler,,,,,,,,,,11.2,,7.8,wild,medium,acceptable,,,,,
616,624,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,familiaris,Millerbird,,,,,,,,,,18.3,,,unknown,small,low,,,,,
617,625,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,melanopogon,Moustached warbler,365.0,365.0,,,,,,,,10.9,,11.2,wild,medium,acceptable,,,,,
618,626,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,palustris,Marsh warbler,365.0,365.0,,,,,,,,11.5,,9.8,wild,medium,acceptable,,,0.203,10.8,
619,627,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,schoenobaenus,Sedge warbler,365.0,365.0,,,,,,,,11.8,,11.8,wild,medium,acceptable,,,0.218,11.5,
620,628,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,scirpaceus,Eurasian reed-warbler,365.0,365.0,,,,,,,,12.3,0.536,14.0,wild,medium,acceptable,,,,,
621,629,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,sechellensis,Seychelles warbler,,,,,,,,,,15.9,,17.0,wild,medium,acceptable,,,,,
622,630,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,stentoreus,Indian great reed warbler,,,,,,,,,,24.2,,10.6,wild,medium,acceptable,,,,,
623,631,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Hippolais,icterina,Icterine warbler,365.0,365.0,,,,,,,,13.2,,10.8,wild,medium,acceptable,,,0.252,12.5,
624,632,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Hippolais,polyglotta,Melodious warbler,365.0,365.0,,,,,,,,11.0,,8.9,wild,medium,acceptable,,,,,
625,633,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Iduna,pallida,Olivaceous warbler,365.0,365.0,,,,,,,,9.0,,7.9,wild,medium,acceptable,,,,,
626,634,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,caudatus,Long-tailed tit,365.0,365.0,,,,,,,,8.6,,11.1,wild,medium,acceptable,,,0.19899999999999998,8.9,
627,635,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Psaltriparus,minimus,Bushtit,365.0,365.0,12.0,,6.0,2.0,,,,5.3,,9.1,wild,small,acceptable,,,0.122375,5.5,
